Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,"
Co-ordinating Institute",Click here to Join the course,Course ID.1,NPTEL URL.1,Unnamed: 26,description_gemini
noc23-hs114,Humanities and Social Sciences,film appreciation,Prof. Aysha Iqbal,IITM,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs114/preview,https://onlinecourses.nptel.ac.in/noc21_hs72/preview,https://nptel.ac.in/courses/109106086,,,,,,,,,,,,
noc23-hs115,Humanities and Social Sciences,technical english for engineers,Prof. Aysha Iqbal,IITM,IITM,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs115/preview,https://onlinecourses.nptel.ac.in/noc22_hs34/preview,https://nptel.ac.in/courses/109106094,,,,,,,,,,,,
noc23-hs116,Humanities and Social Sciences,developing soft skills and personality,Prof. T Ravichandran,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs116/preview,https://onlinecourses.nptel.ac.in/noc22_hs77/preview,https://nptel.ac.in/courses/109104107,,,,,,,,,,,,
noc23-hs117,Humanities and Social Sciences,brief introduction to psychology,Prof. Braj Bhushan,IITK,IITK,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs117/preview,https://onlinecourses.nptel.ac.in/noc22_hs80/preview,https://nptel.ac.in/courses/109104093,,,,,,,,,,,,
noc23-hs118,Humanities and Social Sciences,psychology of everyday,"Prof. Braj Bhushan
Prof. Alok Bajpai",IITK,IITK,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_hs118/preview,https://onlinecourses.nptel.ac.in/noc22_hs81/preview,https://nptel.ac.in/courses/109104151,,,,,,,,,,,,
noc23-hs119,Humanities and Social Sciences,"cognition, transformation and lives",Prof. Alok Bajpai,IITK,IITK,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs119/preview,https://onlinecourses.nptel.ac.in/noc22_hs82/preview,https://nptel.ac.in/courses/109104121,,,,,,,,,,,,
noc23-hs120,Humanities and Social Sciences,introduction to japanese language and culture,Prof. Vatsala Misra,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs120/preview,https://onlinecourses.nptel.ac.in/noc22_hs84/preview,https://nptel.ac.in/courses/121104005,,,,,,,,,,,,
noc23-hs121,Humanities and Social Sciences,introduction to advanced cognitive processes,Prof. Ark Verma,IITK,IITK,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Core/Elective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_hs121/preview,https://onlinecourses.nptel.ac.in/noc22_hs96/preview,https://nptel.ac.in/courses/109104126,,,,,,,,,,,,
noc23-hs122,Humanities and Social Sciences,introduction to basic cognitive processes,Prof. Ark Verma,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,Faculty Domain - Fundamental,https://onlinecourses.nptel.ac.in/noc23_hs122/preview,https://onlinecourses.nptel.ac.in/noc22_hs97/preview,https://nptel.ac.in/courses/109104123,,,,,,,,,,,,
noc23-hs123,Humanities and Social Sciences,introduction to japanese language and culture - ii,Prof. Vatsala Misra,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs123/preview,https://onlinecourses.nptel.ac.in/noc22_hs118/preview,https://nptel.ac.in/courses/109104195,,,,,,,,,,,,
noc23-hs124,Humanities and Social Sciences,"indian art: materials, techniques and artistic practices",Prof. Rajarshi Sengupta,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_hs124/preview,https://onlinecourses.nptel.ac.in/noc22_hs133/preview,https://nptel.ac.in/courses/109104196,,,,,,,,,,,,
noc23-hs125,Humanities and Social Sciences,?????? ????? ???????? ?? ?????? ????,Prof. Shri Prakash Shukla,IIT (BHU) Varanasi,IITK,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_hs125/preview,https://onlinecourses.nptel.ac.in/noc22_hs137/preview,https://nptel.ac.in/courses/109104197,,,,,,,,,,,,
noc23-hs126,Humanities and Social Sciences,introduction to indian art - an appreciation,Prof.Soumik Nandy Majumdar,"Visva Bharati University, Santiniketan",IITK,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs126/preview,https://onlinecourses.nptel.ac.in/noc22_hs130/preview,https://nptel.ac.in/courses/109104102,,,,,,,,,,,,
noc23-hs127,Humanities and Social Sciences,visual perception and art: a survey across the cultures,Prof.Soumik Nandy Majumdar,"Visva Bharati University, Santiniketan",IITK,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs127/preview,https://onlinecourses.nptel.ac.in/noc22_hs02/preview,https://nptel.ac.in/courses/109104122,,,,,,,,,,,,
noc23-hs128,Humanities and Social Sciences,development research methods,Prof. Rajshree Bedamatta,IITG,IITG,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_hs128/preview,https://onlinecourses.nptel.ac.in/noc22_hs127/preview,https://nptel.ac.in/courses/109103153,,,,,,,,,,,,
noc23-hs129,Humanities and Social Sciences,the psychology of language,Prof. Naveen Kashyap,IITG,IITG,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_hs129/preview,https://onlinecourses.nptel.ac.in/noc22_hs123/preview,https://nptel.ac.in/courses/109103152,,,,,,,,,,,,
noc23-hs130,Humanities and Social Sciences,ecology and society,Prof. Ngamjahao Kipgen,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs130/preview,https://onlinecourses.nptel.ac.in/noc22_hs125/preview,https://nptel.ac.in/courses/109103123,,,,,,,,,,,,
noc23-hs131,Humanities and Social Sciences,"science, technology and society",Prof. Sambit Mallick,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs131/preview,https://onlinecourses.nptel.ac.in/noc22_hs128/preview,https://nptel.ac.in/courses/109103121,,,,,,,,,,,,
noc23-hs132,Humanities and Social Sciences,introduction to western political thought,Prof. Mithilesh Kumar Jha,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs132/preview,https://onlinecourses.nptel.ac.in/noc22_hs122/preview,https://nptel.ac.in/courses/109103176,,,,,,,,,,,,
noc23-hs133,Humanities and Social Sciences,environment and development,Prof. Ngamjahao Kipgen,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs133/preview,https://onlinecourses.nptel.ac.in/noc22_hs126/preview,https://nptel.ac.in/courses/109103186,,,,,,,,,,,,
noc23-hs134,Humanities and Social Sciences,introduction to market structures,Prof. Amarjyoti Mahanta,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs134/preview,https://onlinecourses.nptel.ac.in/noc22_hs121/preview,https://nptel.ac.in/courses/109103187,,,,,,,,,,,,
noc23-hs135,Humanities and Social Sciences,sociology of development,Prof. Sambit Mallick,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs135/preview,https://onlinecourses.nptel.ac.in/noc22_hs120/preview,https://nptel.ac.in/courses/109103185,,,,,,,,,,,,
noc23-hs136,Humanities and Social Sciences,mathematics for economics - i,Prof. Debarshi Das,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,Economics,https://onlinecourses.nptel.ac.in/noc23_hs136/preview,https://onlinecourses.nptel.ac.in/noc22_hs132/preview,https://nptel.ac.in/courses/109103188,,,,,,,,,,,,
noc23-hs137,Humanities and Social Sciences,????? sandhi in paninian grammar,Prof. Malhar Kulkarni,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs137/preview,https://onlinecourses.nptel.ac.in/noc22_hs106/preview,https://nptel.ac.in/courses/109101195,,,,,,,,,,,,
noc23-hs138,Humanities and Social Sciences,stress management,Prof. Rajlakshmi Guha,IITKGP,IITKGP,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs138/preview,https://onlinecourses.nptel.ac.in/noc22_mg111/preview,https://nptel.ac.in/courses/121105009,,,,,,,,,,,,
noc23-hs139,Humanities and Social Sciences,introduction to basic spoken sanskrit and intermediate level of spoken sanskrit,Prof. Anuradha Choudry,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs139/preview,https://onlinecourses.nptel.ac.in/noc21_hs03/preview,"https://nptel.ac.in/courses/109105135
109105169",,,,,,,,,,,,
noc23-hs140,Humanities and Social Sciences,sociology and resource management,"Prof. Archana Patnaik
 Prof. Amrita Sen",IITKGP,IITKGP,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs140/preview,https://onlinecourses.nptel.ac.in/noc22_hs107/preview,https://nptel.ac.in/courses/109105195,,,,,,,,,,,,
noc23-hs141,Humanities and Social Sciences,human resource development,Prof. Kbl Srivastava,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs141/preview,https://onlinecourses.nptel.ac.in/noc22_hs113/preview,https://nptel.ac.in/courses/109105121,,,,,,,,,,,,
noc23-hs142,Humanities and Social Sciences,globalization and culture,Prof. Anjali Gera Roy,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs142/preview,https://onlinecourses.nptel.ac.in/noc22_hs111/preview,https://nptel.ac.in/courses/109105113,,,,,,,,,,,,
noc23-hs143,Humanities and Social Sciences,educational leadership,Prof. Atasi Mohanty,IITKGP,IITKGP,8 Weeks + 4 Weeks (New),New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_hs143/preview,https://onlinecourses.nptel.ac.in/noc22_hs109/preview,https://nptel.ac.in/courses/109105122,,,,,,,,,,,,
noc23-hs144,Humanities and Social Sciences,entrepreneurship and ip strategy,Prof. Gouri Gargate,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_hs144/preview,https://onlinecourses.nptel.ac.in/noc22_hs110/preview,https://nptel.ac.in/courses/109105176,,,,,,,,,,,,
noc23-hs145,Humanities and Social Sciences,soft skills,Prof. Binod Mishra,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs145/preview,https://onlinecourses.nptel.ac.in/noc22_hs76/preview,https://nptel.ac.in/courses/109107121,,,,,,,,,,,,
noc23-hs146,Humanities and Social Sciences,body language: key to professional success,Prof. Rashmi Gaur,IITR,IITR,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs146/preview,https://onlinecourses.nptel.ac.in/noc22_hs78/preview,https://nptel.ac.in/courses/109107154,,,,,,,,,,,,
noc23-hs147,Humanities and Social Sciences,sociology of science,Prof. Aninday Jayant Mishra,IITR,IITR,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs147/preview,https://onlinecourses.nptel.ac.in/noc22_hs83/preview,https://nptel.ac.in/courses/109107131,,,,,,,,,,,,
noc23-hs148,Humanities and Social Sciences,handling large-scale unit level data,Prof. Pratap C. Mohanty,IITR,IITR,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Faculty Domain - Fundamental,https://onlinecourses.nptel.ac.in/noc23_hs148/preview,https://onlinecourses.nptel.ac.in/noc22_hs58/preview,https://nptel.ac.in/courses/109107182,,,,,,,,,,,,
noc23-hs149,Humanities and Social Sciences,international trade - theory and empirics,Prof. Pratap C. Mohanty,IITR,IITR,12 weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs149/preview,https://onlinecourses.nptel.ac.in/noc22_hs98/preview,https://nptel.ac.in/courses/109107173,,,,,,,,,,,,
noc23-hs150,Humanities and Social Sciences,partition of india in print media and cinema,Prof. Sarbani Banerjee,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs150/preview,https://onlinecourses.nptel.ac.in/noc22_hs136/preview,https://nptel.ac.in/courses/109107196,,,,,,,,,,,,
noc23-hs151,Humanities and Social Sciences,public speaking,Prof. Binod Mishra,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs151/preview,https://onlinecourses.nptel.ac.in/noc22_hs134/preview,https://nptel.ac.in/courses/109107195,,,,,,,,,,,,
noc23-hs152,Humanities and Social Sciences,perspectives on neurolinguistic,Prof. Smita Jha,IITR,IITR,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs152/preview,https://onlinecourses-archive.nptel.ac.in/noc19_hs25/preview,https://nptel.ac.in/courses/109107132,,,,,,,,,,,,
noc23-hs153,Humanities and Social Sciences,folk and minor art in india,Prof. Shatarupa Thakurta Roy,IITK,IITK,8 weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs153/preview,https://onlinecourses.nptel.ac.in/noc19_hs61/preview,https://nptel.ac.in/courses/109104106,,,,,,,,,,,,
noc23-hs154,Sociology,introductory rural sociology: continuity and change,Prof. Ashish Saxena,University of Allahabad,IITK,8 Weeks,New,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs154/preview,,https://nptel.ac.in/courses/109104203,,,,,,,,,,,,
noc23-hs155,Multidisciplinary,environmental science,Prof. Samik Chowdhury & Prof. Sudha Goel,IITKGP,IITKGP,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Environment,https://onlinecourses.nptel.ac.in/noc23_hs155/preview,,https://nptel.ac.in/courses/109105203,,,,,,,,,,,,
noc23-hs156,Humanities and Social Sciences,countering stage fright,Prof. Smita Jha,IITR,IITR,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs156/preview,,https://nptel.ac.in/courses/109107203,,,,,,,,,,,,
noc23-hs157,Humanities and Social Sciences,social history of medicine in colonial india,Prof. John Bosco Lourdusamy,IITM,IITM,8 Weeks,New,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs157/preview,,https://nptel.ac.in/courses/109106203,,,,,,,,,,,,
noc23-hs78,Humanities and Social Sciences,indian society: sociological perspectives,Prof. R. Santhosh,IITM,IITM,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs78/preview,,https://nptel.ac.in/courses/109106204,,,,,,,,,,,,
noc23-hs79,Humanities and Social Sciences,???? sam?sa in p??inian grammar- ii,Prof. Malhar Kulkarni,IITB,IITB,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs79/preview,,https://nptel.ac.in/courses/109101203,,,,,,,,,,,,
noc23-hs80,Humanities and Social Sciences,Introduction To Modern Indian Drama,"Prof. Priyadarshi Patnaik
Prof. V. N. Giri
Prof. D. Suar",IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs80/preview,https://onlinecourses.nptel.ac.in/noc23_hs10/preview,https://nptel.ac.in/courses/109105110,,,,,,,,,,,,
noc23-hs81,Humanities and Social Sciences,Introduction To Modern Indian Political Thought,Prof. Rajlakshmi Guha,IITKGP,IITKGP,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs81/preview,https://onlinecourses.nptel.ac.in/noc23_hs07/preview,https://nptel.ac.in/courses/109105118,,,,,,,,,,,,
noc23-hs82,Humanities and Social Sciences,advance course in social psychology,Prof. Pooja Garg,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs82/preview,,https://nptel.ac.in/courses/109107204,,,,,,,,,,,,
noc23-hs83,Humanities and Social Sciences,threads of visual exploration: textiles and allied practices,Prof. Rajarshi Sengupta,IITK,IITK,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_hs83/preview,,https://nptel.ac.in/courses/109104204,,,,,,,,,,,,
noc23-hs85,Humanities and Social Sciences,psychology of learning,Prof. Atasi Mohanty,IITKGP,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs85/preview,,https://nptel.ac.in/courses/109105204,,,,,,,,,,,,
noc23-hs87,Humanities and Social Sciences,introduction to language and linguistics,"Prof. Dripta Piplai (Mondal)
Prof.  Bornini Lahiri",IITKGP,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs87/preview,,https://nptel.ac.in/courses/109105205,,,,,,,,,,,,
noc23-hs88,Humanities and Social Sciences,performative gender and religions in south asia,Prof. Sarbani Banerjee,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs88/preview,,https://nptel.ac.in/courses/109107205,,,,,,,,,,,,
noc23-hs89,Humanities and Social Sciences,moral thinking: an introduction to values and ethics,Prof. Vineet Sahu,IITK,IITK,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_hs89/preview,,https://nptel.ac.in/courses/109104206,,,,,,,,,,,,
noc23-hs90,Humanities and Social Sciences,consumer psychology,Prof. Naveen Kashyap,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_hs90/preview,https://onlinecourses.nptel.ac.in/noc22_hs124/preview,https://nptel.ac.in/courses/109103136,,,,,,,,,,,,
noc23-hs91,Humanities and Social Sciences,"text, textuality and digital media",Prof. Arjun Gosh,IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs91/preview,https://onlinecourses.nptel.ac.in/noc22_hs75/preview,https://nptel.ac.in/courses/109102156,,,,,,,,,,,,
noc23-hs92,Humanities and Social Sciences,"water, society and sustainability",Prof. Jenia Mukherjee,IITKGP,IITKGP,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs92/preview,https://onlinecourses.nptel.ac.in/noc22_hs117/preview,https://nptel.ac.in/courses/109105136,,,,,,,,,,,,
noc23-hs93,Humanities and Social Sciences,Literature and Life,Prof. P. Manickam,NIE,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_hs93/preview,https://onlinecourses.nptel.ac.in/noc23_hs25/preview,https://nptel.ac.in/courses/109106095,,,,,,,,,,,,
noc23-hs94,Humanities and Social Sciences,Modern Indian Writing in Translation,Prof. Feroz Ali,IITM,IITM,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,"Faculty Domain - Advanced
Patents And Intellectual Property Rights",https://onlinecourses.nptel.ac.in/noc23_hs94/preview,https://onlinecourses.nptel.ac.in/noc23_hs43/preview,https://nptel.ac.in/courses/109106128,,,,,,,,,,,,
noc23-hs95,Humanities and Social Sciences,applied linguistics,Prof.Rajesh Kumar,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs95/preview,https://onlinecourses.nptel.ac.in/noc22_hs85/preview,https://nptel.ac.in/courses/109106114,,,,,,,,,,,,
noc23-hs96,Humanities and Social Sciences,appreciating carnatic music,Prof. Lakshmi Sreeram,IITM,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs96/preview,https://onlinecourses.nptel.ac.in/noc22_hs86/preview,https://nptel.ac.in/courses/109106087,,,,,,,,,,,,
noc23-hs97,Humanities and Social Sciences,Patent Drafting for Beginners,Prof. Feroz Ali,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Faculty Domain - Advanced
Patents And Intellectual Property Rights",https://onlinecourses.nptel.ac.in/noc23_hs97/preview,https://onlinecourses.nptel.ac.in/noc23_hs26/preview,https://nptel.ac.in/courses/110106081,,,,,,,,,,,,
noc23-hs98,Humanities and Social Sciences,Patent Law for Engineers and Scientists,Prof. Milind Brahme,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs98/preview,https://onlinecourses.nptel.ac.in/noc23_hs27/preview,https://nptel.ac.in/courses/109106166,,,,,,,,,,,,
noc23-hs99,Humanities and Social Sciences,Philosophical Foundations Of Social Research,Prof. Milind Brahme,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs99/preview,https://onlinecourses.nptel.ac.in/noc22_hs89/preview,https://nptel.ac.in/courses/109106165,,,,,,,,,,,,
noc23-hs158,Humanities and Social Sciences,Phonetics And Phonology: A Broad Overview,"Prof. Priyadarshi Patnaik
Prof. Manas K Mandal",IITKGP,IITKGP,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_hs158/preview,https://onlinecourses.nptel.ac.in/noc23_hs06/preview,https://nptel.ac.in/courses/109105199,,,,,,,,,,,,
noc23-lw02,Law,right to information and good governance,Prof. Sairam Bhat,National Law School of India University,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw02/preview,https://onlinecourses.nptel.ac.in/noc22_lw01/preview,https://nptel.ac.in/courses/129106001,,,,,,,,,,,,
